Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Ludicrite Block
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Tin Decoration Block
appliedenergistics2:facade:0, Cable Facade - Tin Wall Block
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Aluminum Block
appliedenergistics2:facade:0, Cable Facade - Solid Meteoric Iron
appliedenergistics2:facade:0, Cable Facade - Silicon Block
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Cheese Ore
appliedenergistics2:facade:0, Cable Facade - Moon Dirt
appliedenergistics2:facade:0, Cable Facade - Moon Rock
appliedenergistics2:facade:0, Cable Facade - Moon Turf
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Moon Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.tin_slab_1.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.tin_slab_2.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.moon_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.moon_bricks_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.mars_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.mars_bricks_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.asteroids_slab.name
appliedenergistics2:facade:0, Cable Facade - Hidden Redstone Wire
appliedenergistics2:facade:0, Cable Facade - tile.concealed_repeater_pow.name
appliedenergistics2:facade:0, Cable Facade - Hidden Redstone Repeater
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Desh Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Mars Cobblestone
appliedenergistics2:facade:0, Cable Facade - Mars Fine Regolith
appliedenergistics2:facade:0, Cable Facade - Mars Regolith
appliedenergistics2:facade:0, Cable Facade - Mars Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Block of Desh
appliedenergistics2:facade:0, Cable Facade - Mars Stone
appliedenergistics2:facade:0, Cable Facade - Asteroid Rock
appliedenergistics2:facade:0, Cable Facade - Asteroid Rock
appliedenergistics2:facade:0, Cable Facade - Asteroid Rock
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Ilmenite Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dark Decoration Block
appliedenergistics2:facade:0, Cable Facade - Titanium Block
appliedenergistics2:facade:0, Cable Facade - Dense Ice
appliedenergistics2:facade:0, Cable Facade - Venus Soft Rock
appliedenergistics2:facade:0, Cable Facade - Venus Hard Rock
appliedenergistics2:facade:0, Cable Facade - Venus Volcanic Rock
appliedenergistics2:facade:0, Cable Facade - Pumice
appliedenergistics2:facade:0, Cable Facade - Venus Dungeon Brick I
appliedenergistics2:facade:0, Cable Facade - Venus Dungeon Brick II
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Galena Ore
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lead Block
appliedenergistics2:facade:0, Cable Facade - Solar Ore
appliedenergistics2:facade:0, Cable Facade - Scorched Venus Rock
appliedenergistics2:facade:0, Cable Facade - Machine Frame
appliedenergistics2:facade:0, Cable Facade - Machine Base
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Destination Analyzer
appliedenergistics2:facade:0, Cable Facade - Matter Booster
appliedenergistics2:facade:0, Cable Facade - Space Chamber Corner Block
appliedenergistics2:facade:0, Cable Facade - Support Block
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Dimensional Blank Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Cross 2 Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Cross Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Pattern 1 Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Pattern 2 Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Small Blocks
appliedenergistics2:facade:0, Cable Facade - Activity Probe
appliedenergistics2:facade:0, Cable Facade - levarG
appliedenergistics2:facade:0, Cable Facade - dnaS
appliedenergistics2:facade:0, Cable Facade - Oak Trim
appliedenergistics2:facade:0, Cable Facade - Spruce Trim
appliedenergistics2:facade:0, Cable Facade - Birch Trim
appliedenergistics2:facade:0, Cable Facade - Jungle Trim
appliedenergistics2:facade:0, Cable Facade - Acacia Trim
appliedenergistics2:facade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Water Spring
appliedenergistics2:facade:0, Cable Facade - Oil Spring
appliedenergistics2:facade:0, Cable Facade - tile.decorated.destroy.name
appliedenergistics2:facade:0, Cable Facade - Blueprint (Decoration)
appliedenergistics2:facade:0, Cable Facade - Template (Decoration)
appliedenergistics2:facade:0, Cable Facade - tile.decorated.paper.name
appliedenergistics2:facade:0, Cable Facade - tile.decorated.leather.name
appliedenergistics2:facade:0, Cable Facade - Laser (Decoration)
appliedenergistics2:facade:0, Cable Facade - Amber Ore
appliedenergistics2:facade:0, Cable Facade - Test
appliedenergistics2:facade:0, Cable Facade - Companion Cube
appliedenergistics2:facade:0, Cable Facade - Amber Block
appliedenergistics2:facade:0, Cable Facade - Birdstone
appliedenergistics2:facade:0, Cable Facade - Birdstone
appliedenergistics2:facade:0, Cable Facade - Birdstone
appliedenergistics2:facade:0, Cable Facade - Birdstone
appliedenergistics2:facade:0, Cable Facade - Birdstone
appliedenergistics2:facade:0, Cable Facade - Birdstone
appliedenergistics2:facade:0, Cable Facade - Birdstone
appliedenergistics2:facade:0, Cable Facade - Birdstone
appliedenergistics2:facade:0, Cable Facade - Birdstone
appliedenergistics2:facade:0, Cable Facade - Birdstone
appliedenergistics2:facade:0, Cable Facade - Birdstone
appliedenergistics2:facade:0, Cable Facade - Birdstone
appliedenergistics2:facade:0, Cable Facade - Birdstone
appliedenergistics2:facade:0, Cable Facade - Birdstone
appliedenergistics2:facade:0, Cable Facade - Birdstone
appliedenergistics2:facade:0, Cable Facade - Birdstone
appliedenergistics2:facade:0, Cable Facade - Imperial Camo
appliedenergistics2:facade:0, Cable Facade - Imperial Cautionorange
appliedenergistics2:facade:0, Cable Facade - Imperial Caution White
appliedenergistics2:facade:0, Cable Facade - Imperial Plate
appliedenergistics2:facade:0, Cable Facade - Rebel Camo
appliedenergistics2:facade:0, Cable Facade - Rebel Cautionred
appliedenergistics2:facade:0, Cable Facade - Rebel Caution White
appliedenergistics2:facade:0, Cable Facade - Rebel Plate
appliedenergistics2:facade:0, Cable Facade - Black Sand
appliedenergistics2:facade:0, Cable Facade - Blue Sand
appliedenergistics2:facade:0, Cable Facade - Brown Sand
appliedenergistics2:facade:0, Cable Facade - Cyan Sand
appliedenergistics2:facade:0, Cable Facade - Grey Sand
appliedenergistics2:facade:0, Cable Facade - Green Sand
appliedenergistics2:facade:0, Cable Facade - Light Blue Sand
appliedenergistics2:facade:0, Cable Facade - Light Grey Sand
appliedenergistics2:facade:0, Cable Facade - Lime Sand
appliedenergistics2:facade:0, Cable Facade - Magenta Sand
appliedenergistics2:facade:0, Cable Facade - Orange Sand
appliedenergistics2:facade:0, Cable Facade - Pink Sand
appliedenergistics2:facade:0, Cable Facade - Purple Sand
appliedenergistics2:facade:0, Cable Facade - Red Sand
appliedenergistics2:facade:0, Cable Facade - White Sand
appliedenergistics2:facade:0, Cable Facade - Yellow Sand
appliedenergistics2:facade:0, Cable Facade - Arcane Purpur Block
appliedenergistics2:facade:0, Cable Facade - Purpur Bricks
appliedenergistics2:facade:0, Cable Facade - Purpur Cobblestone
appliedenergistics2:facade:0, Cable Facade - Large Purpur Tile
appliedenergistics2:facade:0, Cable Facade - Ornate Purpur Block
appliedenergistics2:facade:0, Cable Facade - Prismatic Purpur Block
appliedenergistics2:facade:0, Cable Facade - Purpur Tile Block
appliedenergistics2:facade:0, Cable Facade - Purpur Broken Tile Block
appliedenergistics2:facade:0, Cable Facade - Lavastone
appliedenergistics2:facade:0, Cable Facade - Lavastone
appliedenergistics2:facade:0, Cable Facade - Lavastone
appliedenergistics2:facade:0, Cable Facade - Lavastone
appliedenergistics2:facade:0, Cable Facade - Lavastone
appliedenergistics2:facade:0, Cable Facade - Lavastone
appliedenergistics2:facade:0, Cable Facade - Lavastone
appliedenergistics2:facade:0, Cable Facade - Lavastone
appliedenergistics2:facade:0, Cable Facade - Lavastone
appliedenergistics2:facade:0, Cable Facade - Lavastone
appliedenergistics2:facade:0, Cable Facade - Grimstone
appliedenergistics2:facade:0, Cable Facade - Grimstone
appliedenergistics2:facade:0, Cable Facade - Grimstone
appliedenergistics2:facade:0, Cable Facade - Grimstone
appliedenergistics2:facade:0, Cable Facade - Grimstone
appliedenergistics2:facade:0, Cable Facade - Grimstone
appliedenergistics2:facade:0, Cable Facade - Grimstone
appliedenergistics2:facade:0, Cable Facade - Grimstone
appliedenergistics2:facade:0, Cable Facade - Grimstone
appliedenergistics2:facade:0, Cable Facade - Grimstone
appliedenergistics2:facade:0, Cable Facade - Grimstone
appliedenergistics2:facade:0, Cable Facade - Grimstone
appliedenergistics2:facade:0, Cable Facade - Grimstone
appliedenergistics2:facade:0, Cable Facade - Grimstone
appliedenergistics2:facade:0, Cable Facade - Grimstone
appliedenergistics2:facade:0, Cable Facade - Grimstone
appliedenergistics2:facade:0, Cable Facade - Grimstone
appliedenergistics2:facade:0, Cable Facade - Grimstone
appliedenergistics2:facade:0, Cable Facade - Lightstone
appliedenergistics2:facade:0, Cable Facade - Lightstone
appliedenergistics2:facade:0, Cable Facade - Lightstone
appliedenergistics2:facade:0, Cable Facade - Lightstone
appliedenergistics2:facade:0, Cable Facade - Lightstone
appliedenergistics2:facade:0, Cable Facade - Lightstone
appliedenergistics2:facade:0, Cable Facade - Lightstone
appliedenergistics2:facade:0, Cable Facade - Lightstone
appliedenergistics2:facade:0, Cable Facade - Lightstone
appliedenergistics2:facade:0, Cable Facade - Lightstone
appliedenergistics2:facade:0, Cable Facade - Lightstone
appliedenergistics2:facade:0, Cable Facade - Lightstone
appliedenergistics2:facade:0, Cable Facade - Lightstone
appliedenergistics2:facade:0, Cable Facade - Lightstone
appliedenergistics2:facade:0, Cable Facade - Lightstone
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Pumpkin Face
appliedenergistics2:facade:0, Cable Facade - Warning
appliedenergistics2:facade:0, Cable Facade - Warning
appliedenergistics2:facade:0, Cable Facade - Warning
appliedenergistics2:facade:0, Cable Facade - Warning
appliedenergistics2:facade:0, Cable Facade - Warning
appliedenergistics2:facade:0, Cable Facade - Warning
appliedenergistics2:facade:0, Cable Facade - Warning
appliedenergistics2:facade:0, Cable Facade - Warning
appliedenergistics2:facade:0, Cable Facade - Warning
appliedenergistics2:facade:0, Cable Facade - Warning
appliedenergistics2:facade:0, Cable Facade - Warning
appliedenergistics2:facade:0, Cable Facade - Warning
appliedenergistics2:facade:0, Cable Facade - Warning
appliedenergistics2:facade:0, Cable Facade - Warning
appliedenergistics2:facade:0, Cable Facade - Warning
appliedenergistics2:facade:0, Cable Facade - Warning
appliedenergistics2:facade:0, Cable Facade - Carpet Wool
appliedenergistics2:facade:0, Cable Facade - Carpet Wool
appliedenergistics2:facade:0, Cable Facade - Carpet Wool
appliedenergistics2:facade:0, Cable Facade - Carpet Wool
appliedenergistics2:facade:0, Cable Facade - Carpet Wool
appliedenergistics2:facade:0, Cable Facade - Carpet Wool
appliedenergistics2:facade:0, Cable Facade - Carpet Wool
appliedenergistics2:facade:0, Cable Facade - Carpet Wool
appliedenergistics2:facade:0, Cable Facade - Carpet Wool
appliedenergistics2:facade:0, Cable Facade - Carpet Wool
appliedenergistics2:facade:0, Cable Facade - Carpet Wool
appliedenergistics2:facade:0, Cable Facade - Carpet Wool
appliedenergistics2:facade:0, Cable Facade - Carpet Wool
appliedenergistics2:facade:0, Cable Facade - Carpet Wool
appliedenergistics2:facade:0, Cable Facade - Carpet Wool
appliedenergistics2:facade:0, Cable Facade - Carpet Wool
appliedenergistics2:facade:0, Cable Facade - Arcane Brick
appliedenergistics2:facade:0, Cable Facade - Arcane Brick
appliedenergistics2:facade:0, Cable Facade - Arcane Brick
appliedenergistics2:facade:0, Cable Facade - Arcane Brick
appliedenergistics2:facade:0, Cable Facade - Arcane Brick
appliedenergistics2:facade:0, Cable Facade - Arcane Brick
appliedenergistics2:facade:0, Cable Facade - Arcane Brick
